Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
36448501,The Bitcoin Standard: The Decentralized Alternative to Central Banking,Saifedean Ammous,"Ammous, Saifedean",,1119473861,9781119473862,4,4.17,Wiley,Hardcover,304,2018,2018,2019/10/16,2019/09/06,,,read,"Excellent book. I loved the first few chapters about the history of money, which led very nicely into why ""Sound Money"" is so important. Would highly recommend this to anyone who is investigating cryptocurrencies and wants to know what all the fuss is about.<br/><br/>The only thing that was a bit strange (and unnecessary), was the hate in the last chapter towards ETH. Yes the DAO was bad, but why spend so much time hating. Clearly the BTC maximalism kool-aid  is strong enough to spill over into an actually published book.",,,1,0
10903900,"The Prize: The Epic Quest for Oil, Money, and Power",Daniel Yergin,"Yergin, Daniel",,1439134839,9781439134832,0,4.44,Free Press,Kindle Edition,928,2011,1991,,2016/10/31,currently-reading,currently-reading (#1),currently-reading,,,,1,0
34536488,Principles: Life and Work,Ray Dalio,"Dalio, Ray",Jeremy Bobb,1508243247,9781508243243,4,4.1,Simon & Schuster Audio,Audio CD,16,2017,2017,2018/11/04,2017/10/19,,,read,"The book is split into three parts:<br/>1. Ray's Life<br/>2. Ray's personal principles<br/>3. Ray's work principles<br/><br/>It was very interesting to hear about both his life and the work principles. The work principles are well articulated and broad enough to relate to multiple industries. I've never had so many 'notes' in a book before, as there is a lot to digest.<br/><br/>This book gives clarity on the often used phrase ""Let's take a principled approach"". You gotta have clear principles, before you can do that.",,,1,0
40225612,"The Club: How the English Premier League Became the Wildest, Richest, Most Disruptive Force in Sports",Joshua  Robinson,"Robinson, Joshua",Jonathan Clegg,1328506452,9781328506450,5,4.31,Houghton Mifflin Harcourt,Hardcover,339,2018,2018,2019/10/01,2019/08/15,,,read,,,,1,0
28449249,"Original Gangstas: The Untold Story of Dr. Dre, Eazy-E, Ice Cube, Tupac Shakur, and the Birth of West Coast Rap",Ben Westhoff,"Westhoff, Ben",,316383899,9780316383899,4,4.35,"Hachette Books/Hachette Book Group, Inc.",Hardcover,432,2016,2016,2019/09/01,2019/07/30,,,read,Interesting book on the history of west coast rappers from NWA to Tupac’s death. The author writes objectively and has clearly done extensive research.,,,1,0
14546626,Total Recall: My Unbelievably True Life Story,Arnold Schwarzenegger,"Schwarzenegger, Arnold",Peter Petre,1451662432,9781451662436,5,4.17,Simon & Schuster,Hardcover,656,2012,2012,2019/07/30,2016/12/20,,,read,A lot I didn’t know about Arnie. This book is an interesting insight into the drive and determination of the entrepreneur/actor/governor/bodybuilder. The guy has lived 4 lives in one.,,,1,0
42118073,Trillion Dollar Coach: The Leadership Playbook of Silicon Valley's Bill Campbell,Eric Schmidt,"Schmidt, Eric","Jonathan Rosenberg, Alan Eagle",62839268,9780062839268,4,3.98,Harper Business,Hardcover,240,2019,2019,2019/07/22,2019/04/23,,,read,Great story about Bill. Empathy and love go a long way in building strong teams. <br/><br/>,,,1,0
17396014,The Year Without Pants: WordPress.com and the Future of Work,Scott Berkun,"Berkun, Scott",,1118660633,9781118660638,3,3.81,Jossey-Bass Inc Pub,Hardcover,258,2013,2013,2017/12/01,2019/07/19,,,read,,,,1,0
39286958,Measure What Matters,John Doerr,"Doerr, John",,9780525536222,9780525536222,0,3.98,Penguin,Kindle Edition,299,2018,2017,,2019/07/19,to-read,to-read (#32),to-read,,,,0,0
28257707,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,"Manson, Mark",,,9798804636129,3,3.87,Harper,Paperback,212,2016,2016,2019/07/15,2017/03/09,,,read,,,,1,0
44548093,Secrets of Sand Hill Road: Venture Capital and How to Get It,Scott Kupor,"Kupor, Scott",Eric Ries,0593083598,9780593083598,0,4.23,Portfolio,Kindle Edition,320,2019,2019,,2019/07/06,to-read,to-read (#31),to-read,,,,0,0
38746485,Becoming,Michelle Obama,"Obama, Michelle",,1524763136,9781524763138,5,4.44,Crown,Hardcover,448,2018,2018,2019/07/06,2019/04/28,,,read,,,,1,0
30363104,Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,"Harari, Yuval Noah",Derek Perkins,0062657291,9780062657299,4,4.19,HarperAudio,Audiobook,15,2017,2015,2019/06/19,2018/02/11,,,read,"Interesting take on the future of humanity. Yuval paints a futuristic vision consisting of Humanism as the religion, and data/machines/algorithms as slowly taking over the word. Most of what he is saying seems to make sense at the surface. <br/><br/>However one fundamental problem I had with the book. Yuval is atheist, which results in him dismissing an individual's higher self or soul when it comes to how society will develop. This seems short sighted, and provides a skewed perspective on how society will develop.<br/><br/>Would recommend to friends, but with the above caveat in mind.<br/><br/>",,,1,0
3028,Economics in One Lesson,Henry Hazlitt,"Hazlitt, Henry",,,,0,4.16,Three Rivers Press,Paperback,218,1979,1946,,2019/04/24,to-read,to-read (#30),to-read,,,,0,0
41317431,A Template for Understanding Big Debt Crises,Ray Dalio,"Dalio, Ray",,,,0,4.35,Bridgewater,Kindle Edition,456,2018,2018,,2019/04/24,to-read,to-read (#29),to-read,,,,0,0
11447065,"The Quest: Energy, Security, and the Remaking of the Modern World",Daniel Yergin,"Yergin, Daniel",,1594202834,9781594202834,0,4.14,Penguin Press,Hardcover,805,2011,2011,,2019/04/23,to-read,to-read (#28),to-read,,,,0,0
29780253,Born a Crime: Stories From a South African Childhood,Trevor Noah,"Noah, Trevor",,0385689225,9780385689229,5,4.49,Doubleday Canada,Hardcover,289,2016,2016,,2018/08/05,,,read,,,,1,0
29424382,The Silk Roads: A New History of the World,Peter Frankopan,"Frankopan, Peter",Laurence Kennedy,,,5,4.17,Audible Studios,Audiobook,,2015,2015,2019/04/20,2016/11/08,,,read,"The book seems to basically describe one game of Civ from beginning to end.<br/><br/>In all seriousness it's a fantastic and interesting insight into the Silk Road. From < 1000 BC to modern day, the region has been the focal point for turmoil, conflict and prosperity. Would recommend for anyone remotely interested in history or money.<br/><br/>",,,1,0
28695425,Strangers in Their Own Land: Anger and Mourning on the American Right,Arlie Russell Hochschild,"Hochschild, Arlie Russell",,1620972255,9781620972250,0,4.12,The New Press,Hardcover,242,2016,2016,,2019/03/31,to-read,to-read (#27),to-read,,,,0,0
242472,The Black Swan: The Impact of the Highly Improbable,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,1400063515,9781400063512,3,3.96,Random House,Hardcover,480,2007,2007,,2019/02/20,,,read,,,,1,0
25159062,Narconomics: How to Run a Drug Cartel,Tom Wainwright,"Wainwright, Tom",,1610395832,9781610395830,4,4.14,PublicAffairs,Hardcover,288,2016,2016,2019/01/12,2018/12/31,,,read,"An interesting economists perspective on running a drug cartel, and an objective analysis into the  methods of reducing violence associated with them. <br/><br/>It's like a background study guide for anyone interested Narcos.",,,1,0
17859574,How to Fail at Almost Everything and Still Win Big: Kind of the Story of My Life,Scott Adams,"Adams, Scott",,1591846919,9781591846918,4,4.06,Penguin Portfolio,Hardcover,248,2013,2013,2018/12/26,2018/12/12,,,read,,,,2,0
101438,Skunk Works: A Personal Memoir of My Years at Lockheed,Ben R. Rich,"Rich, Ben R.",Leo Janos,,,3,4.46,"Back Bay Books/Little, Brown & Co. (NY)",Paperback,382,1996,1994,2018/12/12,2018/11/25,,,read,"If you like a detailed history of the various types of stealth fighters created, this is your book! ",,,1,0
38212134,How the Internet Happened: From Netscape to the iPhone,Brian  McCullough,"McCullough, Brian",,1631493078,9781631493072,0,4.28,Liveright,Hardcover,386,2018,2018,,2018/12/09,to-read,to-read (#26),to-read,,,,0,0
22129114,The Virgin Way: Everything I Know About Leadership,Richard Branson,"Branson, Richard",,1591847370,9781591847373,4,3.95,Portfolio,Hardcover,400,2014,2014,2018/11/25,2016/10/26,,,read,Interesting take on leadership from a previous generation. Virgin it seems is like the ‘Google’ or the 80s and 90s. Very progressive and fun place to work.,,,1,0
21413662,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,"Munroe, Randall",,0544272994,9780544272996,4,4.14,Dey Street Books,Hardcover,303,2014,2014,2018/11/13,2016/10/31,,,read,Really fun book to read. Would recommend the paperback as it has comics throughout. Good bedtime story book for older kids as well!,,,1,0
37976541,Bad Blood: Secrets and Lies in a Silicon Valley Startup,John Carreyrou,"Carreyrou, John",,,,4,4.41,Knopf,Hardcover,339,2018,2018,2018/10/12,2018/08/01,,,read,Fascinating story about deceit in the biotech industry. A bit too detailed for things that aren’t too important to the critical story. I guess the journalist really wanted to show how credible and accurate his sources are.,,,1,0
28762683,The Art of Community: Seven Principles for Belonging,Charles H. Vogl,"Vogl, Charles H.",,1626568413,9781626568419,3,3.69,Berrett-Koehler Publishers,Paperback,216,2016,,2018/10/11,2018/10/11,,,read,"If you want to start your own religion, these are the 7 steps to make it happen. ",,,1,0
23258978,The Open Organization: Igniting Passion and Performance,Jim Whitehurst,"Whitehurst, Jim",Gary Hamel,1625275277,9781625275271,5,4.08,Harvard Business Review Press,Hardcover,256,2015,2015,2018/09/25,2018/09/25,,,read,"Great book about the COO of Delta, moving to become the CEO of Red Hat. It's a short read, that tells the story of a different type of org. <br/><br/>It's like a practical guide on how to deal with open organisations.",,,1,0
15916,The True Believer: Thoughts on the Nature of Mass Movements,Eric Hoffer,"Hoffer, Eric",,0060505915,9780060505912,0,4.2,Harper Perennial Modern Classics,Paperback,177,2010,1951,,2018/09/13,to-read,to-read (#25),to-read,,,,0,0
35484894,New Power: How Power Works in Our Hyperconnected World—and How to Make It Work for You,Jeremy Heimans,"Heimans, Jeremy",Henry Timms,0385541120,9780385541121,4,3.82,Anchor,Kindle Edition,310,2018,2018,,2018/08/22,,,read,,,,1,0
36485213,21 Lessons for the 21st Century,Yuval Noah Harari,"Harari, Yuval Noah",,,,0,4.15,Vintage Digital,Kindle Edition,320,2018,2018,,2018/07/31,,,read,,,,0,0
41016100,The Coming Storm,Michael   Lewis,"Lewis, Michael",,,,3,3.82,Audible Studios,Audible Audio,3,2018,2018,2018/08/15,2018/08/15,,,read,A short story about weather. Most interesting part is that Trump has installed private sector people to be responsible for the US weather data. The head of NOAH is trying to restrict open data use in order for AccuWeather to be the exclusive for-profit way of getting weather data. <br/><br/>,,,1,0
40718726,Genghis Khan and the Making of the Modern World,Jack Weatherford,"Weatherford, Jack",,,,4,4.06,Broadway Books,Kindle Edition,352,2018,2004,2018/08/14,2018/08/15,,,read,"First half was an amazing story about Genghis himself. Amazing person, worth the read<br/><br/>Second half was first about his lineage, his kids and grandkids and how the screwed everything up. Then the last quarter of the book goes through the next 600 years and attributes most inventions in the world to the Mongols. From Algebra to satin, to the spread of the plague, all thanks to the Mongols &#x1f914;. Seems a stretch at times, but interesting nonetheless.",,,1,0
34150849,Unbelievable: My Front-Row Seat to the Craziest Campaign in American History,Katy Tur,"Tur, Katy",,0062694855,9780062694850,3,3.96,HarperAudio,Audiobook,,2017,2017,2018/08/15,2018/08/01,,,read,,,,1,0
4748618,Authentic Conversations: Moving from Manipulation to Truth and Commitment,Jamie Showkeir,"Showkeir, Jamie",,1576755959,9781576755952,0,4.06,Berrett-Koehler Publishers,Paperback,240,2008,2008,,2018/08/02,to-read,to-read (#24),to-read,,,,0,0
32938155,"Option B: Facing Adversity, Building Resilience, and Finding Joy",Sheryl Sandberg,"Sandberg, Sheryl",Adam M. Grant,0753548283,9780753548288,4,3.84,Random House,Paperback,240,2017,2017,2018/08/01,2017/04/26,,,read,Good for people who are going through a sudden hardship/loss. Will probably re-read at a later date,,,1,0
36204378,The Book of Why: The New Science of Cause and Effect,Judea Pearl,"Pearl, Judea",Dana Mackenzie,046509760X,9780465097609,0,3.94,Basic Books,Hardcover,432,2018,2018,,2018/07/28,to-read,to-read (#23),to-read,,,,0,0
34623128,The Autobiography of Gucci Mane,Gucci Mane,"Mane, Gucci",Neil Martinez-Belkin,1501165321,9781501165320,4,4.09,Simon Schuster,Hardcover,304,2017,2017,2018/07/02,2018/06/20,,,read,,,,1,0
16158498,Give and Take: A Revolutionary Approach to Success,Adam M. Grant,"Grant, Adam M.",,0670026557,9780670026555,3,4.07,Viking,Hardcover,320,2013,2013,2017/03/07,2017/02/22,,,read,"Another book that can do with a TL;DR section. Adam brings up a handful of simple concepts (eg the 5 minute favor, or donating 100 hours a week of time is the optimum amount), but then spends page after page providing anecdotal case studies about how it worked for Joe Smith who was kind to someone at work. <br/><br/>Having said that, the book was interesting, but I would highly recommend someone read a summary then decide to read the full book.",,,1,0
81195,The Cluetrain Manifesto: The End of Business as Usual,Rick Levine,"Levine, Rick","Christopher Locke, Doc Searls, David Weinberger",0738204315,9780738204314,3,3.82,Basic Books,Paperback,190,2001,2000,2018/06/18,2018/06/10,,,read,"First 1/4 of the anniversary edition is very interesting. For someone to predict community centric organizations on the internet in 2000 is amazing. <br/><br/>Unfortunately the book itself ends up dry, as most of the examples are not relevant.",,,1,0
13530973,Antifragile: Things That Gain from Disorder,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,1400067820,9781400067824,3,4.1,Random House,Hardcover,426,2012,2012,2018/06/03,2018/02/11,,,read,"Interesting and unique concepts about creating antifragile organisations and organisms.<br/><br/>However, I didn't know it was possible to write with such an arrogant and condescending tone as a popular author. ",,,1,0
30354426,Solve for Happy: Engineer Your Path to Joy,Mo Gawdat,"Gawdat, Mo",,1501157558,9781501157554,5,3.98,Gallery Books,Hardcover,368,2017,2017,2018/04/10,2018/01/11,,,read,"Warm and fuzzy book, taking a rational approach to life, God and human behaviour",,,1,0
7687655,Making the Social World: The Structure of Human Civilization,John Rogers Searle,"Searle, John Rogers",,0195396170,9780195396171,0,3.84,Oxford University Press,Hardcover,208,2009,2009,,2018/03/25,to-read,to-read (#22),to-read,,,,0,0
25666050,Algorithms to Live By: The Computer Science of Human Decisions,Brian  Christian,"Christian, Brian",Tom  Griffiths,1627790365,9781627790369,3,4.12,Henry Holt and Co.,Hardcover,368,2016,2016,2018/03/14,2018/03/11,,,read,,,,1,0
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,,,5,4.34,Vintage,Paperback,512,2015,2011,2018/03/05,2017/02/27,,,read,,,,1,0
33239109,A Life in Parts,Bryan Cranston,"Cranston, Bryan",,,,4,4.2,Orion Publishing Group Limited,Audible Audio,9,2016,2016,2018/02/11,2018/01/29,,,read,"If you're a fan of acting or Breaking Bad, this is a definitely an interesting book. A detailed look at his childhood, acting career and eventually, the main parts of BB. The entire audiobook is narrated by Bryan himself, which makes the boring parts more bearable. ",,,1,0
13573052,"The Launch Pad: Inside Y Combinator, Silicon Valley's Most Exclusive School for Startups",Randall E. Stross,"Stross, Randall E.",,0449807878,9780449807873,4,4.05,Random House Audio,Audio,304,2012,2012,2018/01/24,2018/01/16,,,read,,,,1,0
31869077,The Internet of Money,Andreas M. Antonopoulos,"Antonopoulos, Andreas M.",,,,0,4.06,Merkle Bloom LLC,Kindle Edition,200,2016,2016,,2017/09/04,,,read,,,,1,0
25541028,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",Ashlee Vance,"Vance, Ashlee",,0062301233,9780062301239,5,4.13,Ecco,Hardcover,392,2015,2015,2016/10/13,2016/02/23,,,read,,,,1,0
24350618,Work Rules! Lib/E: Insights from Inside Google That Will Transform How You Live and Lead,Laszlo Bock,"Bock, Laszlo",,1478986220,9781478986225,4,4.13,Twelve,Audio CD,0,2015,2015,2017/12/30,2016/10/26,,,read,,,,1,0
33347428,I Can't Make This Up: Life Lessons,Kevin  Hart,"Hart, Kevin",Neil Strauss,1501155563,9781501155567,4,4.1,37 Ink,Hardcover,378,2017,2017,2017/12/14,2017/12/07,,,read,"Entertaining audio book, considering Kevin Hart is the narrator. It's the story of his life, growing up and becoming famous. ",,,1,0
31920777,American Kingpin: The Epic Hunt for the Criminal Mastermind Behind the Silk Road,Nick Bilton,"Bilton, Nick",,1591848148,9781591848141,5,4.41,Portfolio,Hardcover,328,2017,2017,2017/11/23,2017/05/14,,,read,Great story about the FBI hunt for Ross Ulbricht,,,1,0
22616127,"Exponential Organizations: Why New Organizations Are Ten Times Better, Faster, Cheaper Than Yours (and What To Do About It)",Salim Ismail,"Ismail, Salim",,,,3,4.07,Diversion Books,Kindle Edition,250,2014,2014,2017/11/12,2017/11/06,,,read,,,,1,0
18216917,Swarmwise,Rick Falkvinge,"Falkvinge, Rick",,1463533152,9781463533151,4,4.13,CreateSpace Publishing Platform,ebook,281,2013,2013,2017/11/11,2017/11/07,,,read,,,,1,0
29633859,Hegemony How-To: A Roadmap for Radicals,Jonathan Smucker,"Smucker, Jonathan",,1849352542,9781849352543,0,4.25,AK Press,Paperback,290,2017,2017,,2017/10/23,to-read,to-read (#21),to-read,,,,0,0
36146011,"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Timothy Ferriss,"Ferriss, Timothy",,,,5,4.1,Houghton Mifflin Harcourt,Kindle Edition,707,2016,2016,2017/10/21,2017/03/09,,,read,,,,1,0
21314,The Starfish and the Spider: The Unstoppable Power of Leaderless Organizations,Ori Brafman,"Brafman, Ori",Rod A. Beckstrom,1591841437,9781591841432,3,3.83,Portfolio Hardcover,Hardcover,240,2006,2006,2017/10/20,2017/10/14,,,read,"Interesting book. Unfortunately, the first chapter explained the concept, and the next 8 chapters were case studies from the early 2000's. Companies like Apache, eMule, Craiglist, eBay, etc. Hard to take a book seriously when eMule keeps getting brought up as a great case study.<br/><br/>You're better off reading the Wikipedia page: https://en.wikipedia.org/wiki/The_Starfish_and_the_Spider",,,1,0
24737268,Badass: Making Users Awesome,Kathy Sierra,"Sierra, Kathy",,1491919019,9781491919019,4,4.17,O'Reilly Media,Paperback,293,2015,2015,2017/10/04,2016/10/26,,,read,"It was a good book, but it's structured more like an extended comic book than a traditional Business book.<br/><br/>TL;DR: Make your users feel superhuman, and they'll tell all their friends about how awesome you are.",,,1,0
27209431,The Inevitable: Understanding the 12 Technological Forces That Will Shape Our Future,Kevin Kelly,"Kelly, Kevin",,,,0,3.89,Viking,Hardcover,336,2016,2016,,2017/09/25,to-read,to-read (#20),to-read,,,,0,0
25111341,The Industries of the Future,Alec J. Ross,"Ross, Alec J.",,1476753652,9781476753652,0,3.96,Simon & Schuster,Hardcover,320,2016,2016,,2017/09/25,to-read,to-read (#19),to-read,,,,0,0
35288877,"Al Franken, Giant of the Senate",Al Franken,"Franken, Al",,,,4,4.22,Hachette Audio,Audible Audio,12,2017,2017,2017/08/31,2017/08/06,,,read,"I'd never heard of Al Franken before. I had heard a lot about this book recently, and since he was on SNL and now senator, I thought it would be a fun read.<br/><br/>The book is a great listen (Audible version is ready by Al Franken, so it's entertaining). For a book about politics, it was strange to laugh out loud awkwardly on the train multiple times. <br/><br/>Would recommend for anyone interested in how the US senate works, seen from the perspective of a former comedian.",,,1,0
25421408,Love Does: Discover a Secretly Incredible Life in an Ordinary World,Bob       Goff,"Goff, Bob",,,,2,4.31,Thomas Nelson,Audible Audio,,2012,2012,2017/08/23,2017/08/23,,,read,"Two chapters in. ""When I first found Jesus..."".<br/><br/>*Mark as Finished<br/>*Remove from device",,,1,0
24805753,Digital Gold: Bitcoin and the Inside Story of the Misfits and Millionaires Trying to Reinvent Money,Nathaniel Popper,"Popper, Nathaniel",,0062417967,9780062417961,5,4.14,HarperAudio,Audiobook,,2015,2015,2017/08/22,2017/08/18,,,read,"Enjoyable read. Good balance of backstory, technical explanation and personality. Would recommend for anyone interested in bitcoin, the blockchain, or technology in general.",,,1,0
23676949,Yes Please,Amy Poehler,"Poehler, Amy",,,,4,3.85,Harper Audio,Audible Audio,8,2014,2014,2017/08/16,2017/04/27,,,read,"As a fan of Parks & Rec, this was fun and great to listen to. Not something I would recommend to someone who isn't an Amy Poehler fan.",,,1,0
3323374,Inspired: How To Create Products Customers Love,Marty Cagan,"Cagan, Marty",,0981690408,9780981690407,0,4.23,SVPG Press,Hardcover,242,2008,2008,,2017/08/14,to-read,to-read (#18),to-read,,,,0,0
27140043,High Output Management,Andrew S. Grove,"Grove, Andrew S.",,110197236X,9781101972366,5,4.3,Vintage,Kindle Edition,261,2015,1983,2017/08/13,2016/10/03,,,read,"This book is the grandfather of management books. From middle managers to C-level folks, this book provides very practical advice on everything needed to be a good manager. <br/><br/>Even though its written 30+ years ago, 99% of the content is timeless. Highly recommended as the first management book anyone should read.",,,1,0
25974033,"Console Wars: Sega, Nintendo, and the Battle that Defined a Generation",Blake J. Harris,"Harris, Blake J.",Fred Berman,,,4,3.97,Harper Audio,Audible Audio,21,2014,2014,2017/08/03,2016/12/13,,,read,"Interesting to read about the history of Sega vs Nintendo as a user of both products, not realising the corporate interactions between the two.<br/><br/>Disappointing that it finishes in 96, when PS first launches and the Xbox <-> PS <-> Nintendo wars went down, but I guess thats for a different book.",,,1,0
29622748,Dark Money: The Hidden History of the Billionaires Behind the Rise of the Radical Right,Jane Mayer,"Mayer, Jane",Kirsten Potter,,,5,4.31,Random House Audio,Audible Audio,464,2016,2016,2017/05/02,2017/04/16,,,read,"As a foreigner looking into why the US political process is so crazy, this book was eye opening. Jane Mayer does a fantastic job investigating the money trail of Conservative 'think tanks'. <br/><br/>Would recommend to anyone as a great read, even those who find Politics boring.",,,1,0
19098633,Judgment Calls: Twelve Stories of Big Decisions and the Teams That Got Them Right,Thomas H. Davenport,"Davenport, Thomas H.","Brook Manville, Laurence Prusak",,,3,3.19,Harvard Business Review Press,Kindle Edition,280,2012,2012,2017/06/30,2017/06/20,,,read,,,,1,0
23995360,Superforecasting: The Art and Science of Prediction,Philip E. Tetlock,"Tetlock, Philip E.",Dan Gardner,0804136696,9780804136693,4,4.08,Crown,Hardcover,352,2015,2015,2017/06/25,2016/10/28,,,read,,,,1,0
2473233,Spiritual Enterprise,Lawrence M. Miller,"Miller, Lawrence M.",,0853985073,9780853985075,5,4.44,George Ronald Publisher Ltd,Paperback,354,2007,2007,2017/06/22,2016/09/21,,,read,,,,1,0
1317946,Managing Humans: Biting and Humorous Tales of a Software Engineering Manager,Michael Lopp,"Lopp, Michael",,159059844X,9781590598443,4,3.92,Apress,Paperback,209,2007,2007,2017/06/14,2017/04/13,,,read,"This book is filled interesting stories and anecdotes from the authors blog. I really enjoyed it reading it. It was both entertaining and insightful to hear the rants of an Engineering Manager. Since it's a collection of blog posts, the writing style is simple to read and the chapters are short, which makes it easy to digest and binge read.<br/><br/>4 stars instead of 5, because the last half is a bit too preachy and not as well structured as the first.<br/>",,,1,0
224127,The Israel Lobby and U.S. Foreign Policy,John J. Mearsheimer,"Mearsheimer, John J.",Stephen M. Walt,0374177724,9780374177720,0,4.11,"Farrar, Straus and Giroux",Hardcover,484,2007,2006,,2017/06/13,to-read,to-read (#17),to-read,,,,0,0
22107280,"Blueprint for Revolution: How to Use Rice Pudding, Lego Men, and Other Nonviolent Techniques to Galvanize Communities, Overthrow Dictators, or Simply Change the World",Srdja Popovic,"Popovic, Srdja",Matthew Miller,0812995309,9780812995305,0,4.31,Random House,Paperback,304,2015,2015,,2017/06/13,to-read,to-read (#16),to-read,,,,0,0
25614523,Originals: How Non-Conformists Move the World,Adam M. Grant,"Grant, Adam M.",,0525429565,9780525429562,4,3.95,Viking,Hardcover,326,2016,2016,2017/06/11,2017/05/29,,,read,"I catagerize this into another ""Gladwell-style"" business book, without the high quality story telling that Gladwell uses. The book has annecdotal stories about entrepreneurs and famous people in history, and then recommends the principles that worked in a particular case (whether true or not) to the whole population as 'ways to be Original'.<br/><br/>Some things I took away:<br/>1. Generate lots and lots of ideas. Constantly. It takes a lot of ideas to come up with the good ideas.<br/>2. Beware of confirmation bias<br/>3. Be a vocal devil’s advocates (aka the squeaky wheel)<br/>",,,1,0
10353025,As One: Individual Action Collective Power,Mehrdad Baghai,"Baghai, Mehrdad",James Quigley,1591844150,9781591844150,0,3.94,Portfolio,Hardcover,352,2011,,,2017/05/29,to-read,to-read (#15),to-read,,,,0,0
20893356,The Best Place to Work: The Art and Science of Creating an Extraordinary Workplace,Ron      Friedman,"Friedman, Ron",,0399165592,9780399165597,3,4.15,TarcherPerigee,Hardcover,352,2014,2014,2017/05/29,2016/12/02,,,read,"An interesting overview of positive workplace behaviour. Unfortunately, there's a tonne of cliche'd statements and examples that sound good on the surface, but don't actually hold up to light when scrutinized. <br/><br/>It's like a Gladwell book about the workplace, without the excitement of a Gladwell book.",,,1,0
115758,The New Encyclopedia of Modern Bodybuilding,Arnold Schwarzenegger,"Schwarzenegger, Arnold",Bill Dobbins,0684857219,9780684857213,5,4.46,Simon Schuster,Paperback,832,1999,1985,2017/04/13,2017/03/29,,,read,"This well and truly is The Bible of bodybuilding. Anyone considering spending more than an hour a week in the gym should get this book.<br/><br/>Read it once to get the gist, keep it forever as a reference book. I bought the Kindle version, but will probably get the physical version now to keep around.",,,1,0
7108725,Start with Why: How Great Leaders Inspire Everyone to Take Action,Simon Sinek,"Sinek, Simon",,1591842808,9781591842804,3,4.1,Portfolio,Hardcover,256,2009,2009,2017/04/11,2017/03/18,,,read,"All in all, the book had a good premise. Companies should have a purpose higher than the products it builds or the services it delivers. He uses few examples (Apple, MLK, Costco) and counter examples (Walmart, TiVo) to explain why 'starting with why' is important. <br/><br/>If there is a way for a book to be cringeworthy, this is it. The number of monumental statements about to brilliance of Apple were overwhelming. ""The i at the beginning of their products isn't just part of name, it's the name itself"". Easy tiger.<br/><br/>Would not recommend for people to read, see a summary instead.",,,1,0
18872940,The Design of Everyday Things,Donald A. Norman,"Norman, Donald A.",,,,4,4.15,Basic Books,Kindle Edition,430,2013,1988,2017/03/29,2016/07/06,,,read,"This book was much longer and in depth than expected. For those that do power through it, it brings a unique design lens into anything you interact with on a day-to-day basis. From door handles to light switches, good and bad design is everywhere.",,,1,0
30268522,Why Not Me?,Mindy Kaling,"Kaling, Mindy",,0804138168,9780804138161,4,3.9,Three Rivers Press,Paperback,240,2016,2015,2017/03/16,2016/11/08,,,read,"For a fan of the office, the book was a fun listen. The target demographic is most probably women, but considering it was actually her voice talking in the audiobook, it felt like a long standup show of hers. <br/><br/>Would recommend for people for an easy read.",,,1,0
25817524,Alibaba: The House That Jack Ma Built,Duncan Clark,"Clark, Duncan",,0062413406,9780062413406,3,3.87,Ecco,Hardcover,304,2016,2016,,2016/10/28,,,read,"TL;DR: It's ""The Everything Store"", but for Alibaba.<br/><br/>For people interested in China, this book was a good insight into how things operate. The story didn't go into great depth. It was more a timeline history of Alibaba including its founding, funding, acquisitions/launches and finally IPO. <br/><br/>There isn't much drama, and there isn't a lot of insight into how Jack Ma operates the company. <br/><br/>Recommended read for people who don't know much about tech/ecommerce in China (i.e. myself)",,,2,0
28450775,Whiplash: How to Survive Our Faster Future,Joichi Ito,"Ito, Joichi",Jeff   Howe,1455544590,9781455544592,0,3.82,Grand Central Publishing,Hardcover,320,2016,2016,,2017/02/18,to-read,to-read (#14),to-read,,,,0,0
15798078,Decisive: How to Make Better Choices in Life and Work,Chip Heath,"Heath, Chip",Dan Heath,0307956393,9780307956392,0,3.96,Crown Currency,Hardcover,336,2013,2013,,2017/02/15,to-read,to-read (#13),to-read,,,,0,0
30334134,The Undoing Project: A Friendship That Changed Our Minds,Michael   Lewis,"Lewis, Michael",,0393254593,9780393254594,4,3.99,W. W. Norton & Company,Hardcover,362,2016,2016,2017/02/12,2016/11/24,,,read,"Interesting insight into the origins and history of behaviroul economics. Amos and Kahnemann were an incredible pair of psychologists, and Lewis does a good job telling their story. It contains a mix of actual behaviroul content and the history of the pair.<br/><br/>Would recommend for folks who are interested in the field.",,,1,0
